id,revenue,runtime,popularity
121856,240697856,115.0,28.269
262841,64493915,105.0,29.111
1911,61698899,102.0,24.701
8871,345141403,104.0,46.927
353081,791017452,147.0,68.647
2133,325756637,130.0,14.722
324668,415484914,123.0,29.728
1979,301913131,92.0,29.069
87827,609016565,127.0,26.25
1250,228738393,114.0,38.333
427641,426245950,107.0,82.528
9471,259175788,106.0,22.321
68724,286140700,109.0,29.974
75612,286168572,124.0,29.465
305470,142337240,124.0,56.876
10996,169956806,78.0,19.401
97020,242688965,118.0,32.792
2789,115772733,119.0,13.308
22059,0,90.0,10.046
7459,93945766,135.0,18.859
1635,162949164,136.0,24.075
42888,48668907,121.0,9.472
37834,261930431,109.0,23.752
335983,855013954,112.0,131.619
585,562816256,92.0,59.316
76170,415440673,126.0,7.483
9619,178127760,108.0,17.052
290595,164989338,114.0,29.966
12100,77628265,134.0,17.494
2395,132900000,116.0,14.514
38745,237382724,85.0,22.595
364689,295038508,107.0,63.368
383498,741547413,119.0,107.036
49047,723192705,91.0,26.297
1593,574480841,108.0,22.107
787,478207520,120.0,32.401
254128,473990832,114.0,57.068
77931,347434178,105.0,31.24
1571,383531464,128.0,32.01
262500,295238201,119.0,56.203
163,362744280,125.0,29.962
714,333011068,119.0,27.894
2024,215294342,165.0,26.689
53182,337580051,102.0,38.468
2567,213719942,170.0,17.983
274870,303144152,116.0,20.619
40805,227817248,119.0,20.288
283366,296482446,127.0,306.289
39254,299268508,127.0,50.133
479455,252608480,115.0,88.959
34544,177238796,119.0,26.487
77931,347434178,105.0,31.24
262504,179246868,121.0,39.167
18487,150166126,106.0,16.574
80274,125537191,114.0,18.628
13700,103951461,76.0,22.645
1639,164508066,121.0,16.281
1495,211643158,144.0,23.213
9323,2287714,83.0,30.439
10204,72178895,120.0,16.454
120,871368364,178.0,56.129
10588,133818283,82.0,24.753
8489,87713825,157.0,13.845
286217,630161890,141.0,46.0
369885,119520023,124.0,27.944
2048,347234916,115.0,30.779
10137,300135367,84.0,23.962
10198,270997378,97.0,38.401
106213,0,10.0,0.651
278154,408579038,95.0,49.276
23168,154026136,125.0,32.763
343668,410902662,141.0,80.217
16246,0,105.0,8.298
98,465361176,155.0,55.085
18785,469310836,100.0,63.279
407451,132675864,109.0,30.87
11322,214104620,140.0,23.072
36557,599045960,144.0,51.227
180,358372926,145.0,24.886
424783,467989645,114.0,80.183
83542,130482868,172.0,20.272
672,876688482,161.0,94.439
280,520000000,137.0,46.68
414,336529144,121.0,24.03
869,362211740,119.0,24.458
2059,347512318,131.0,22.718
68718,425368238,165.0,40.478
530915,374733942,119.0,206.369
39451,310650585,98.0,19.33
36955,378882411,141.0,28.133
4982,266465037,157.0,29.915
22794,242988466,90.0,32.114
27581,170432927,107.0,15.663
11774,209073645,108.0,17.844
106646,392000694,180.0,61.916
116711,268426634,102.0,25.586
9268,242295562,115.0,21.591
10545,100138851,91.0,29.663
11688,169327687,78.0,28.569
76163,314975955,103.0,32.859
16523,100086793,101.0,22.967
2486,249288105,104.0,23.881
184315,244819862,99.0,48.194
37710,278731369,103.0,19.987
9946,211989043,121.0,19.494
431693,171616764,102.0,119.672
9890,102000000,93.0,13.139
9408,149044513,85.0,13.284
1372,170877916,143.0,22.688
522162,125641396,138.0,39.05
41216,140073390,97.0,20.159
563,121214377,129.0,27.28
18162,68688831,102.0,14.575
10601,121975011,113.0,26.498
400157,119559110,86.0,43.494
314,82102379,104.0,25.87
138103,206172544,127.0,43.14
9016,109578115,95.0,29.26
22972,94882889,115.0,16.766
274855,221600160,109.0,72.613
257088,133718711,114.0,24.763
536869,73515024,110.0,49.519
205775,93920758,122.0,18.816
157353,103039258,119.0,22.926
10214,0,94.0,30.425
428078,83672673,129.0,71.841
11692,7103973,95.0,11.214
475430,0,95.0,486.143
227973,246233113,88.0,28.393
280217,190514361,106.0,49.223
375588,86493046,116.0,45.144
1734,443280904,130.0,30.568
359724,225508210,152.0,147.265
3131,193772504,167.0,22.357
126889,232380243,122.0,71.335
11224,263591415,74.0,47.005
57800,877244782,88.0,47.556
855,172989651,145.0,36.895
37786,288347692,146.0,24.831
32657,226497209,119.0,37.083
77953,104907746,85.0,13.107
44048,167805466,98.0,19.933
18,263920180,126.0,41.879
10501,76432727,89.0,34.998
7980,93621340,136.0,39.048
665,164000000,222.0,31.118
68737,114178613,102.0,38.399
12,940335536,100.0,41.144
122,1118888979,201.0,49.87
121,926287400,179.0,49.786
1995,274703340,100.0,22.182
207703,414351546,129.0,89.838
331,368780809,92.0,1.38
61791,482860185,105.0,29.045
8204,162839667,95.0,25.875
9806,631442092,115.0,41.767
47964,304654182,98.0,26.859
10733,25819961,137.0,13.753
1408,10017322,124.0,12.227
116745,188133322,114.0,20.614
353486,962102237,119.0,73.083
479455,252608480,115.0,88.959
863,497366869,92.0,52.523
5175,347325802,90.0,34.334
10528,524028679,129.0,35.731
38700,419074646,124.0,339.152
8355,886686817,94.0,51.947
2655,291420351,130.0,19.354
454626,306766470,99.0,323.622
46195,484635760,96.0,42.388
466272,374251247,162.0,48.006
1422,291465034,151.0,231.402
458897,73279888,118.0,112.516
337401,57000000,115.0,752.021
7446,195702811,107.0,19.912
65754,232617430,158.0,23.944
686,171120329,150.0,18.735
10661,201596308,113.0,25.93
1572,366101666,128.0,31.089
333484,162360636,132.0,31.758
258509,233755553,92.0,32.442
10865,186053725,95.0,18.263
2253,200276000,121.0,23.733
257344,243637091,105.0,51.623
644,235926552,146.0,24.507
10756,182290266,88.0,17.587
9383,190213455,112.0,23.921
179,162944923,128.0,14.87
76285,199850315,106.0,15.709
1996,160099222,117.0,16.215
291805,334901337,129.0,47.358
1535,143049560,126.0,17.929
463906,0,92.0,26.064
2067,60874615,114.0,19.561
338970,274650803,118.0,45.606
2277,0,131.0,19.185
9477,203567857,126.0,26.558
10357,122823468,104.0,20.136
4477,140807547,107.0,14.766
8665,35168966,138.0,13.474
37430,63523283,113.0,27.659
23566,0,81.0,31.469
354859,0,130.0,13.837
49852,17177993,110.0,14.539
400106,0,117.0,35.213
503736,0,0.0,5.163
664,494471524,113.0,24.24
921,108539911,144.0,12.514
346910,160542134,107.0,98.4
166424,167977596,100.0,32.621
9740,351692268,131.0,8.206
4464,148336445,141.0,9.228
8358,429632142,143.0,29.576
9836,384335608,108.0,22.759
161,450717150,116.0,29.277
2502,288500217,108.0,24.961
9772,315156409,124.0,20.235
385687,0,0.0,101.838
12222,297138014,88.0,24.383
157350,288747895,139.0,42.412
76492,358375603,91.0,42.132
287947,363533271,132.0,109.811
4523,340487652,107.0,25.158
59961,208076205,115.0,15.047
3563,187134117,115.0,19.304
298,311312624,122.0,21.433
22897,219103655,121.0,19.727
9798,250649836,132.0,24.466
7484,197309027,83.0,19.033
59108,152930623,104.0,18.852
10481,183611771,100.0,16.827
62764,183018522,106.0,15.322
1581,194168700,136.0,24.873
9615,158468292,104.0,6.234
1904,162242962,146.0,18.947
853,96976270,131.0,17.982
9593,137298489,130.0,20.05
10159,80916492,104.0,25.454
51052,0,97.0,27.048
47971,346147658,107.0,53.673
297,142940100,178.0,21.35
536869,73515024,110.0,49.519
9884,78382433,108.0,16.574
5851,77741732,95.0,11.98
9482,113493481,96.0,27.157
1949,84785914,158.0,23.112
22538,47664559,112.0,25.094
9341,74208267,136.0,18.004
63350,0,99.0,6.606
316029,432844677,105.0,39.527
721656,0,76.0,447.955
12107,123307945,106.0,15.017
146216,148100000,116.0,34.963
9339,240685326,107.0,24.08
9986,144000000,97.0,16.53
8247,222231186,88.0,30.396
11253,160388063,120.0,26.001
9291,190320568,113.0,33.6
27578,274470394,103.0,34.041
495764,201858461,109.0,343.003
8452,96085477,123.0,16.392
310,484592874,101.0,28.531
70160,691210692,142.0,35.478
45243,586764305,102.0,44.534
353081,791017452,147.0,68.647
324849,311950384,104.0,25.369
159824,473226958,89.0,52.285
364,280000000,126.0,33.373
412117,155152550,86.0,138.607
564,415885488,124.0,41.245
7518,343397247,83.0,19.563
11544,145771527,85.0,34.692
8656,349464664,120.0,25.19
109418,247022278,100.0,44.597
55301,342695435,87.0,36.476
11665,230685453,110.0,18.45
9928,260696994,91.0,22.563
11324,294804195,138.0,39.366
6964,266728738,128.0,13.291
12193,163733697,88.0,13.753
754,245676146,139.0,21.979
10202,212874864,99.0,16.065
4147,181001478,117.0,16.49
50546,214945591,117.0,32.904
9480,179179718,103.0,21.592
13027,0,118.0,18.841
1701,224012234,116.0,24.312
41515,201584141,80.0,15.179
2289,173013509,154.0,13.645
20504,157107755,118.0,20.944
9574,177977226,93.0,15.949
11618,91188905,113.0,26.27
2300,250200000,88.0,22.854
228150,211817906,135.0,62.593
446894,0,96.0,57.049
936,10878107,115.0,13.698
38317,169852759,102.0,16.989
10200,233093859,104.0,22.153
8834,136982834,135.0,14.703
6068,164000000,98.0,17.642
9023,122563539,83.0,56.184
9705,147080413,99.0,17.628
2157,136159423,130.0,15.678
14462,96105964,129.0,15.228
7551,180557550,126.0,24.838
9722,131426169,102.0,14.843
2135,123729176,96.0,18.556
12159,71485043,113.0,17.828
9822,0,114.0,16.363
419704,132807427,123.0,53.737
1656,142400065,129.0,18.994
9678,58292295,90.0,19.599
19959,122444772,89.0,19.324
9397,98376292,101.0,28.745
4442,105316267,118.0,19.552
75,101371017,106.0,25.626
481848,107604626,100.0,134.933
77951,126546518,87.0,32.758
11973,34566746,145.0,11.689
11228,159212469,115.0,18.516
274854,146936910,106.0,46.92
76649,117831631,105.0,21.881
5491,21400000,118.0,12.376
10715,68514844,93.0,16.064
10197,53825515,112.0,15.579
9562,43935763,116.0,15.409
36970,19406406,84.0,11.693
9447,69131860,92.0,13.201
9922,17626234,177.0,12.97
8870,33463969,106.0,14.669
9992,107944236,94.0,20.428
4858,15071514,99.0,19.816
10077,5989640,101.0,13.323
514921,0,101.0,59.033
420818,1656943394,118.0,182.649
72545,355692760,94.0,35.766
71880,149673788,91.0,22.84
453,313542341,135.0,24.752
109451,248384621,95.0,31.279
9533,209196298,124.0,5.647
2023,108103450,136.0,15.709
8698,179265204,110.0,23.964
11026,78000586,114.0,17.632
99770,0,110.0,12.672
309809,97571250,108.0,23.589
335788,2602149,105.0,35.148
345887,102084362,122.0,59.603
93456,970761885,98.0,36.796
584,236350661,107.0,4.588
9693,70595464,109.0,21.794
17711,35134820,88.0,11.293
412117,155152550,86.0,138.607
602,817400891,145.0,28.905
570602,0,12.0,0.6
335797,634151679,108.0,96.344
324852,1031552585,96.0,58.945
330,618638999,129.0,1.721
950,660998756,91.0,46.688
953,542063846,86.0,35.111
38365,271430189,102.0,42.765
10555,367275019,90.0,35.233
246655,543934787,144.0,67.138
8909,341432090,110.0,26.388
9802,335062621,137.0,26.847
1824,196482882,99.0,26.658
458423,395044706,113.0,18.849
2976,90450008,117.0,14.131
75656,351723989,116.0,44.269
1125,154937680,134.0,12.107
420814,99138899,104.0,30.37
332,0,78.0,11.856
37958,226904017,110.0,20.869
594,219417255,128.0,20.919
561,230884728,121.0,38.885
9297,140175006,91.0,33.279
11678,215663859,124.0,11.688
6538,119000410,102.0,11.142
594530,0,7.0,158.337
431580,179057149,92.0,106.051
4551,95226116,118.0,15.639
612,130358911,164.0,17.497
37821,98159963,100.0,17.711
203801,108145109,116.0,24.699
9567,86468162,121.0,28.202
9697,72785169,110.0,14.967
2539,55041367,130.0,15.039
3172,67631903,123.0,13.445
1439,113996937,148.0,12.202
6520,127600435,134.0,15.754
23629,89792502,110.0,23.666
2026,77944725,113.0,19.627
207932,220021259,121.0,43.435
11375,51142659,116.0,13.74
7450,36754634,94.0,18.283
11866,21009180,113.0,13.22
9425,14567883,99.0,17.74
709642,0,90.0,311.143
23685,5409517,93.0,13.653
366668,0,99.0,24.812
522016,0,0.0,5.593
211672,1156730962,91.0,30.919
228165,311594032,93.0,112.079
9741,248118121,106.0,25.565
9718,162966177,107.0,13.02
454640,131359052,96.0,160.507
8688,103891409,98.0,13.956
10153,37020277,134.0,15.465
35,527068851,87.0,68.456
8676,111231041,112.0,16.087
20829,61458982,146.0,15.238
4349,86658558,110.0,15.628
10808,176104344,87.0,18.058
197,210000000,178.0,32.356
635744,0,103.0,55.051
520016,0,113.0,15.417
11086,37317558,152.0,10.752
27220,0,85.0,2.125
6947,256697520,108.0,25.953
3050,294456605,85.0,17.029
2675,408247917,106.0,20.68
809,928760770,93.0,74.229
260514,383925276,102.0,88.355
23398,443140005,88.0,34.108
474350,473093228,169.0,247.237
856,329803958,104.0,24.971
4806,309457509,116.0,15.189
24593,0,58.0,42.991
402900,297718711,111.0,84.031
3595,309492681,121.0,13.384
16869,321455689,153.0,39.94
879,300854823,142.0,18.245
1573,240031094,124.0,30.53
9257,116643346,117.0,24.437
419680,180613180,100.0,32.373
2668,206071502,105.0,34.005
1903,203388341,136.0,15.278
184315,244819862,99.0,48.194
117263,161025640,120.0,33.775
44943,211819354,116.0,29.102
395,177427090,101.0,22.212
57212,177584879,146.0,18.796
10590,114660784,138.0,20.683
152760,154984035,118.0,15.997
332210,182379278,87.0,39.637
200,118000000,103.0,16.475
587,123218424,125.0,20.036
652004,0,85.0,83.199
52520,160112671,88.0,28.657
274862,123081555,101.0,28.521
49017,217124280,92.0,28.011
4643,0,139.0,18.657
2756,90000098,139.0,22.058
33909,134748021,133.0,11.25
44564,67112664,111.0,12.472
2800,88933562,97.0,12.567
9882,116672912,116.0,16.565
2270,135560026,127.0,23.036
80585,59418613,123.0,17.7
978,131457682,136.0,19.801
5137,57958696,107.0,13.667
4413,69766619,122.0,12.986
8427,51386477,97.0,11.401
3132,65977295,116.0,15.178
520901,0,97.0,110.271
300673,52099090,114.0,25.991
107846,122915111,115.0,35.99
49021,57777106,116.0,18.112
11258,19870567,97.0,15.15
10592,32287044,125.0,13.989
11535,25852764,98.0,11.752
188207,61279452,99.0,27.646
512200,796575993,123.0,257.069
10550,19924033,91.0,12.716
12610,13596911,95.0,14.554
59981,18662027,88.0,19.205
201088,17752940,133.0,35.016
3093,38629478,114.0,19.469
26428,39041505,127.0,15.833
599521,0,84.0,103.521
20352,543513985,95.0,45.434
38778,86387857,114.0,11.469
401981,151572634,140.0,37.95
24021,698491347,124.0,71.597
4614,193921372,124.0,27.153
214756,215863606,115.0,87.771
11371,113579918,124.0,14.223
48988,86157237,105.0,16.031
11517,77224232,110.0,17.111
6171,75700000,136.0,24.264
9824,29762011,121.0,11.177
9008,60289912,157.0,13.44
301337,55003890,135.0,26.784
12113,113280098,128.0,16.077
72331,116471580,94.0,38.364
340102,43724804,94.0,480.274
15255,0,93.0,36.812
9703,25303038,102.0,15.128
1844,212404396,112.0,20.274
289015,0,27.0,3.139
136797,203277636,130.0,27.786
857,481840909,169.0,37.238
3981,374111707,127.0,18.358
72331,116471580,94.0,38.364
425,383257136,81.0,59.089
568,355237933,140.0,21.085
603,463517383,136.0,59.113
400155,100176000,97.0,134.46
586863,0,103.0,24.649
9021,172842355,104.0,25.027
64635,198802074,121.0,27.543
9489,250821495,119.0,14.936
506680,0,98.0,39.224
592834,4418501,102.0,117.087
41733,211780824,95.0,22.504
12133,128107642,98.0,14.998
512200,796575993,123.0,257.069
9342,250288523,136.0,23.538
5551,128884132,130.0,12.172
196867,133821816,119.0,24.433
9350,255000211,112.0,19.888
294272,143695338,103.0,26.487
9208,150270147,108.0,16.489
1852,163247198,128.0,13.7
4244,69700000,104.0,15.786
11820,0,117.0,11.773
76493,179379533,83.0,27.9
345,162091208,159.0,29.528
59962,156974557,91.0,17.517
256591,153962963,105.0,29.561
36648,128905366,123.0,24.767
60747,44806783,93.0,19.744
11170,43545364,124.0,15.208
253412,203427584,121.0,27.743
71679,240159255,95.0,2.956
454640,131359052,96.0,160.507
9440,0,143.0,16.106
550,100853753,139.0,40.379
10483,76014335,105.0,45.84
11412,89456761,121.0,11.282
11983,0,135.0,11.859
6795,64321501,101.0,26.245
12146,38364277,135.0,11.531
9947,56681566,97.0,25.593
16577,19551067,94.0,21.89
100241,76801179,92.0,17.4
443791,40882928,95.0,137.542
9292,17218080,100.0,14.163
189,39407616,102.0,27.932
259695,22678555,129.0,14.508
10783,0,105.0,13.511
257,42093706,130.0,12.809
300168,121545703,127.0,18.777
345934,0,120.0,27.647
9072,101595121,98.0,26.009
12618,74608570,133.0,13.408
1427,132180323,147.0,28.454
329,920100000,127.0,20.623
818,296655431,94.0,22.469
50359,183953723,95.0,14.754
415842,66167951,112.0,22.888
12160,25052000,191.0,17.29
9331,215887717,141.0,16.662
3536,127666415,116.0,17.266
9087,107879496,114.0,14.369
273248,155760117,188.0,20.73
12177,40854735,87.0,12.867
12138,18720175,125.0,12.827
210577,369330363,149.0,46.093
9955,0,93.0,16.039
294254,312296056,132.0,59.451
136400,131940411,109.0,20.11
336843,288175335,144.0,67.894
508763,17643857,96.0,60.872
381890,553810228,93.0,18.393
693,516642939,115.0,22.929
137106,469160692,100.0,28.969
1271,422610419,117.0,37.228
11199,253625427,100.0,20.893
14306,242717113,115.0,17.662
497,286801374,189.0,34.269
37165,264118201,103.0,25.51
363676,240797623,96.0,22.713
2501,214034224,119.0,39.555
19899,171844840,113.0,19.848
710,352194034,130.0,32.846
9654,176070171,110.0,25.207
10708,164433867,92.0,15.296
2275,149705852,116.0,16.223
9837,218613188,99.0,30.096
1538,217764291,120.0,17.336
536869,73515024,110.0,49.519
2642,93354918,101.0,16.332
8916,171757863,83.0,24.885
9334,165333180,92.0,25.848
39514,71664962,111.0,30.895
9384,170268750,101.0,18.219
2119,157920733,107.0,15.072
9641,129181830,94.0,18.837
38167,204594016,133.0,24.15
75780,218340595,130.0,21.892
9509,130293714,146.0,40.985
5994,0,125.0,22.933
39538,137551594,106.0,37.188
9563,100230832,162.0,15.523
547,186883563,170.0,14.187
14836,124596398,100.0,72.321
11128,74541707,115.0,14.077
703745,0,99.0,68.957
13576,261200000,111.0,16.484
10628,0,89.0,15.013
8645,163403799,91.0,23.192
267860,205754447,99.0,34.643
10479,71000000,128.0,17.162
10067,61112916,98.0,15.743
9279,129832389,89.0,27.231
456740,44664690,121.0,79.785
343611,162146076,118.0,25.981
339846,177856751,116.0,48.141
11808,102367405,131.0,20.733
9422,56702901,115.0,12.599
274479,101134059,124.0,19.922
77174,107139399,90.0,26.923
4824,159330280,124.0,16.843
9620,95427515,119.0,20.537
9302,0,119.0,9.527
10199,86947965,93.0,16.377
170687,108255770,97.0,17.736
353491,113231078,95.0,34.313
10771,104391623,98.0,16.038
137094,135511030,105.0,21.799
3512,104324083,100.0,16.697
10040,101393569,115.0,20.313
429197,76073488,132.0,24.13
8078,162000000,109.0,27.294
7485,95696996,124.0,36.121
6435,46683377,104.0,17.56
82682,105200903,113.0,17.563
137116,197183546,89.0,34.371
369972,100546153,141.0,47.298
17610,62357900,97.0,15.957
12201,81126522,117.0,12.951
201,67312826,117.0,20.043
6278,82150183,101.0,16.446
16866,104945765,91.0,14.777
16558,78146652,125.0,12.469
13389,78460699,101.0,17.098
22954,122233971,134.0,15.077
16995,87784194,127.0,16.721
9849,36850101,94.0,10.044
5820,78810595,108.0,14.461
